dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg_mm_ss,long_gg_mm_ss,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1683,29,,,,,,,,,,mLO2/h/ind,0.049897651,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1623,29,,,,,,,,,,mLO2/h/ind,0.112697054,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1674,32,,,,,,,,,,mLO2/h/ind,0.092897316,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2225,32,,,,,,,,,,mLO2/h/ind,0.137853276,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1478,32,,,,,,,,,,mLO2/h/ind,0.082631916,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1426,20,,,,,,,,,,mLO2/h/ind,0.050432846,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0914,20,,,,,,,,,,mLO2/h/ind,0.04423451,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1526,20,,,,,,,,,,mLO2/h/ind,0.070649238,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.134,20,,,,,,,,,,mLO2/h/ind,0.066694453,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1864,20,,,,,,,,,,mLO2/h/ind,0.078113116,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1327,20,,,,,,,,,,mLO2/h/ind,0.052400365,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1256,20,,,,,,,,,,mLO2/h/ind,0.038026551,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0605,20,,,,,,,,,,mLO2/h/ind,0.041738816,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2491,29,,,,,,,,,,mLO2/h/ind,0.094335768,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2458,29,,,,,,,,,,mLO2/h/ind,0.111142792,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2185,26,,,,,,,,,,mLO2/h/ind,0.151737675,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1476,26,,,,,,,,,,mLO2/h/ind,0.075150904,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2057,26,,,,,,,,,,mLO2/h/ind,0.092784221,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1898,26,,,,,,,,,,mLO2/h/ind,0.075431588,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.182,26,,,,,,,,,,mLO2/h/ind,0.105847537,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1845,26,,,,,,,,,,mLO2/h/ind,0.115861759,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2338,26,,,,,,,,,,mLO2/h/ind,0.047724871,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2485,26,,,,,,,,,,mLO2/h/ind,0.083305103,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2198,32,,,,,,,,,,mLO2/h/ind,0.103881556,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1671,32,,,,,,,,,,mLO2/h/ind,0.177199673,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1517,32,,,,,,,,,,mLO2/h/ind,0.085514384,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2879,29,,,,,,,,,,mLO2/h/ind,0.154374913,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3307,29,,,,,,,,,,mLO2/h/ind,0.214848026,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1857,29,,,,,,,,,,mLO2/h/ind,0.107700771,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1791,29,,,,,,,,,,mLO2/h/ind,0.086587542,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2063,29,,,,,,,,,,mLO2/h/ind,0.112091478,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2614,29,,,,,,,,,,mLO2/h/ind,0.130828255,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2764,32,,,,,,,,,,mLO2/h/ind,0.157363392,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1888,32,,,,,,,,,,mLO2/h/ind,0.103747127,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1519,20,,,,,,,,,,mLO2/h/ind,0.050178212,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1534,20,,,,,,,,,,mLO2/h/ind,0.044379935,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1093,20,,,,,,,,,,mLO2/h/ind,0.04927855,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1522,20,,,,,,,,,,mLO2/h/ind,0.051787255,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2368,20,,,,,,,,,,mLO2/h/ind,0.078201564,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.144,20,,,,,,,,,,mLO2/h/ind,0.051692496,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1562,20,,,,,,,,,,mLO2/h/ind,0.027089331,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.171,20,,,,,,,,,,mLO2/h/ind,0.043070272,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2074,29,,,,,,,,,,mLO2/h/ind,0.099418589,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1818,29,,,,,,,,,,mLO2/h/ind,0.126191847,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3261,26,,,,,,,,,,mLO2/h/ind,0.146899598,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2418,26,,,,,,,,,,mLO2/h/ind,0.127025675,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2322,26,,,,,,,,,,mLO2/h/ind,0.097402668,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.249,26,,,,,,,,,,mLO2/h/ind,0.056026992,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2044,26,,,,,,,,,,mLO2/h/ind,0.096910089,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.319,26,,,,,,,,,,mLO2/h/ind,0.14588965,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3313,26,,,,,,,,,,mLO2/h/ind,0.137660827,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2615,26,,,,,,,,,,mLO2/h/ind,0.103674178,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2302,32,,,,,,,,,,mLO2/h/ind,0.154025093,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1885,32,,,,,,,,,,mLO2/h/ind,0.106223716,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2347,32,,,,,,,,,,mLO2/h/ind,0.110186698,
